Sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	Variance
0	-1.279890781006253	-3800.697696354887	-37.813437303460844	-1.2732895307443082	0.0	-0.5910207580686124	0.0	0.0	0.0	-26.56699132483405	0.0	-403.32986262790297	-36.123592028612926	-27.940599305746453	-3.1442786671548446	-260.5132152466548	0.0	0.021921511700301582	-1.0304101438732864	-741.9627775100753	0.7229910666292533
1	-0.199894900555324	726.826455815545	-2.6827092918337794	-2.525437244631223	0.0	-0.811197664779072	0.0	0.0	0.0	-4.28044813631237	0.0	-107.72453392963935	3.0502877468164193	5.376159383797438	3.174271195600546	28.961870501919833	0.0	-1.4748927836854422	0.004970374499400951	30.97411717395917	0.15784466329358687
2	-0.6777700148571641	-78.49664752605914	-10.36621843703254	3.1020366053867274	0.0	-0.2224916763530058	0.0	0.0	0.0	-4.069635046446636	0.0	25.116082864346332	7.169694078018064	7.209080672074509	-0.8315186028032799	3.901704600642624	0.0	0.19767188895003193	-0.2957446619384506	-71.58170314382923	0.06688876934662565
3	0.19331057686123118	-373.60574693731303	-2.03231982807886	-1.4247361740388114	0.0	0.12216615075797566	0.0	0.0	0.0	-10.34485085543194	0.0	-22.665379005748516	-0.3532913644419997	-9.926807730428337	0.6190440876986877	54.56148491109137	0.0	0.26716969400696944	0.8472170669220123	-34.473963439729204	0.02887354613885119
4	-0.848274837036491	-452.21517977596454	-8.249074058796326	0.2895754580265867	0.0	-0.28136398315341105	0.0	0.0	0.0	-11.642273479133527	0.0	-74.40204010747182	-16.644464360197787	-9.728324572988123	-0.7291066729345215	5.924661128855542	0.0	-1.7633404031684854	-1.3349122382904162	-139.48215461683085	0.012262572150577217
5	-0.30032106663612196	-261.78600741481694	-1.8227579895010708	4.737986224038585	0.0	-0.7290928312972109	0.0	0.0	0.0	-0.8082571741593509	0.0	-18.60026786770198	0.9757982749130434	1.6641452466494266	-0.40645680289074426	-19.468322816239123	0.0	1.596667419121403	1.0882039866411435	20.38087211310829	0.004613075563520656
6	0.0007524726192404889	-44.523949611398514	-8.112645791819862	0.5063199691617494	0.0	0.42885208063333885	0.0	0.0	0.0	2.9761287546400115	0.0	39.75040934200004	1.13280220973983	-1.7506212520073996	-2.3690919242975754	-67.22537141175677	0.0	0.4558170992653082	-0.016461863939008434	-46.72024847565576	0.0036272514133685505
7	-0.1255950435881346	-232.26734061060668	1.7545130342285342	0.48727233748779397	0.0	-0.23774562319831655	0.0	0.0	0.0	-2.2578788519342727	0.0	19.401812499387436	-9.823061871601844	-1.1935124599734903	0.41210007783781616	18.4504909587977	0.0	2.6455100033206813	1.3202595897908482	-36.164134990999116	0.001575492661831212
8	-0.6888004363492255	76.83163094153426	-8.17694355363435	-0.45539702249710456	0.0	-0.4821958937001451	0.0	0.0	0.0	-3.7939025265411286	0.0	28.542988257581122	-1.3079796795013838	5.377344737206788	-2.1315440512202546	39.65044016120337	0.0	-1.653101731258475	1.1646375347058453	-62.50988585263403	0.00041191326748929674
9	-0.524746767144859	119.3118865489544	1.6360036175225425	1.7516495691026726	0.0	-0.3409260825351247	0.0	0.0	0.0	-4.284449362855423	0.0	18.79607589016908	-11.742844524757547	9.54756485831227	0.6181942268514241	26.70838962707008	0.0	0.16076588496100405	2.5406716969311502	-1.0810670856689661	0.0003137351800523693
10	0.6797296836519283	-95.07822216373667	9.707801061245668	-1.1166561202164018	0.0	-0.1878647421634414	0.0	0.0	0.0	-1.8218444955175184	0.0	35.175467314163555	-4.214110125560156	-4.293195372369228	0.9612618691648795	-9.983753368107966	0.0	0.48093010805117337	1.1382090149392767	39.37258911232558	0.00011735509956517071
11	1.3044503710081035	-97.14973129382807	-0.7371751733460392	-0.5679199477521131	0.0	-0.15284098000974145	0.0	0.0	0.0	-1.2316589318773634	0.0	22.053323157064504	-6.272993144450135	9.013205638660915	0.022172086594288633	5.210514802148764	0.0	-2.580448331606633	0.18033440621615873	31.885919503784002	0.00010628705324079626
12	-0.5203159041256685	-178.50211034180734	1.1869424099109667	0.3990475348104397	0.0	0.08647509484649463	0.0	0.0	0.0	1.770537078743867	0.0	-11.488469162051315	-6.856749054594946	-2.238024895205854	0.4320725821921074	-4.2670818068880125	0.0	-0.5955431214297071	-0.5506034599703427	-39.143352969279846	0.00010247242128313256
13	-1.3492919291609895	-92.14902210942991	-7.75059785606153	1.5360111715029712	0.0	-1.1828485951723686	0.0	0.0	0.0	-2.5247256467150443	0.0	-30.56133022428714	1.017066461560673	2.388551490197326	0.05909509104196236	23.037009224821045	0.0	-2.1366565434949476	-0.6358197237439216	45.71275965885091	8.102081526519362e-05
14	-0.06812991853287037	-73.10915356237649	4.420726743631954	-0.10554088032506133	0.0	-0.16511532435282839	0.0	0.0	0.0	-4.863686223450841	0.0	-11.34444946155738	1.1184292684753923	1.462167568553868	-1.0039656994027977	29.330452262505638	0.0	2.5901902952885605	-0.6077480488025431	0.1822543744329331	5.173872760386687e-05
15	-0.1944055282992044	62.81818103972748	-4.790016053669888	-0.06704960544507667	0.0	-0.07592100643906527	0.0	0.0	0.0	-2.4567018514190764	0.0	2.5744990044197125	-9.640067978087734	-1.1785383653333525	-0.17081712143595112	8.063705906716969	0.0	2.364129832454256	-0.2889740903988659	3.016450394869047	4.369091418381824e-05
16	-0.1698439094640632	-131.2630458004616	5.697067622736221	1.165287908263748	0.0	-0.02640752102300015	0.0	0.0	0.0	5.42957883278864	0.0	13.071057679584147	13.40101524974034	1.7767720481246916	-0.8442887841991717	-3.500301471119381	0.0	0.07582832097353585	-0.33912528487383004	-57.20017311063104	4.021883781017676e-05
17	-0.026584785198237412	11.824601755861243	-2.1266721380332396	1.1880690511447993	0.0	0.06562756786500189	0.0	0.0	0.0	1.598575030994898	0.0	13.90657034889836	2.1918364325864457	0.006499915662648112	1.142668999347606	-1.9916324441629667	0.0	0.42067497574610824	0.2725648519824136	-32.96090594127081	2.9526644906937008e-05
18	0.35058258377910295	-47.65735462444191	-0.15646058176993485	2.4745727310096353	0.0	0.15814365616546167	0.0	0.0	0.0	1.2335944709660045	0.0	-0.5421295657841423	-3.5141706757848543	-4.7822196390870175	0.5810919866243999	7.423467657032536	0.0	3.0901560014972356	-1.3908371243286515	-9.004433909431652	2.5603840984793488e-05
19	-2.0994024372253394e-14	-1.976845950143655e-11	-1.0635726560632717e-13	1.1718243678525696e-13	0.0	7.135118089683645e-15	0.0	0.0	0.0	6.039823269237134e-14	0.0	-2.897196371698385e-12	-1.0894273444410631e-13	-2.333411242005923e-13	1.662719325769002e-14	-1.6716489303902904e-12	0.0	4.350686477749832e-14	-7.292777493006497e-14	-5.157971272318207e-12	1.2045699968591915e-29
